"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","basic paths [path: .batter.ingredients, matcher: .*, result: true, #12]","","Mon May 18 09:33:23 UTC 2026","passed","Mon May 18 09:33:23 UTC 2026","","AvroPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.AvroPathMessageFilterSpec","basic paths [path: .batter.ingredients, matcher: .*, result: true, #12]"
"","88","should render error message when failed fetching topic data","TopicView","Mon May 18 09:30:19 UTC 2026","passed","Mon May 18 09:30:19 UTC 2026","","","",""
"","530","should return true if topic constraints exist in local zk, otherwise false","MultiZookeeperIntegrationTest","Mon May 18 09:37:09 UTC 2026","passed","Mon May 18 09:37:09 UTC 2026","","WorkloadConstraintsServiceTest","pl.allegro.tech.hermes.management.domain.workload.constraints.WorkloadConstraintsServiceTest","should return true if topic constraints exist in local zk, otherwise false"
"","56","should set error to true on query topics endpoint failure","useSearch","Mon May 18 09:31:11 UTC 2026","passed","Mon May 18 09:31:11 UTC 2026","","","",""
"","23","shouldNotAddUndeliveredMessageLogToNonExistingSubscriptionPath","","Mon May 18 09:33:35 UTC 2026","passed","Mon May 18 09:33:35 UTC 2026","","pl.allegro.tech.hermes.common.message.undelivered.ZookeeperUndeliveredMessageLogTest","pl.allegro.tech.hermes.common.message.undelivered.ZookeeperUndeliveredMessageLogTest","shouldNotAddUndeliveredMessageLogToNonExistingSubscriptionPath"
"","315","should show confirmation dialog on activate button click","SubscriptionView","Mon May 18 09:30:16 UTC 2026","passed","Mon May 18 09:30:17 UTC 2026","","","",""
"","1","should format ISO date from provided timestamp (1)","dates-utils","Mon May 18 09:31:49 UTC 2026","passed","Mon May 18 09:31:49 UTC 2026","","","",""
"","0","shouldRevertDelta","","Mon May 18 09:33:35 UTC 2026","passed","Mon May 18 09:33:35 UTC 2026","","pl.allegro.tech.hermes.common.metric.counter.MetricsDeltaCalculatorTest","pl.allegro.tech.hermes.common.metric.counter.MetricsDeltaCalculatorTest","shouldRevertDelta"
"","660","should activate tab on click","TopicView","Mon May 18 09:30:12 UTC 2026","passed","Mon May 18 09:30:13 UTC 2026","","","",""
"","0","should format number with thousands separators and fraction part (2001.94913)","number-formatter","Mon May 18 09:31:37 UTC 2026","passed","Mon May 18 09:31:37 UTC 2026","","","",""
"","402","shouldNotAuthenticateUserWithoutCredentials()","","Mon May 18 09:37:55 UTC 2026","passed","Mon May 18 09:37:55 UTC 2026","","pl.allegro.tech.hermes.integrationtests.PublishingAuthenticationTest","pl.allegro.tech.hermes.integrationtests.PublishingAuthenticationTest","shouldNotAuthenticateUserWithoutCredentials"
"","3","should find subscriptions by various owner id queries [queryString: owner-1234, expectedSubscriptions: [first-subscription], #0]","","Mon May 18 09:36:19 UTC 2026","passed","Mon May 18 09:36:19 UTC 2026","","SearchServiceSpec","pl.allegro.tech.hermes.management.domain.search.SearchServiceSpec","should find subscriptions by various owner id queries [queryString: owner-1234, expectedSubscriptions: [first-subscription], #0]"
"","14","should send Schema-Version header when publishing with schema using WebClientSender sender","","Mon May 18 09:33:12 UTC 2026","passed","Mon May 18 09:33:12 UTC 2026","","ReactiveHermesSenderTest","pl.allegro.tech.hermes.client.ReactiveHermesSenderTest","should send Schema-Version header when publishing with schema using WebClientSender sender"
"","245","should skip removal of consumer group - task timeout not met, without task removal","MultiZookeeperIntegrationTest","Mon May 18 09:36:21 UTC 2026","passed","Mon May 18 09:36:21 UTC 2026","","ConsumerGroupCleanUpTaskTest","pl.allegro.tech.hermes.management.domain.subscription.consumergroup.ConsumerGroupCleanUpTaskTest","should skip removal of consumer group - task timeout not met, without task removal"
"","10","should dispatch notification on unsuccessful task crate","useOfflineRetransmission","Mon May 18 09:31:16 UTC 2026","passed","Mon May 18 09:31:16 UTC 2026","","","",""
"","77","should get messages with schema from file","","Mon May 18 09:37:42 UTC 2026","passed","Mon May 18 09:37:42 UTC 2026","","HermesMockAvroTest","pl.allegro.tech.hermes.mock.HermesMockAvroTest","should get messages with schema from file"
"","2","should take everything from unoccupied consumer","","Mon May 18 09:33:48 UTC 2026","passed","Mon May 18 09:33:48 UTC 2026","","MaxRateBalancerTest","pl.allegro.tech.hermes.consumers.consumer.rate.maxrate.MaxRateBalancerTest","should take everything from unoccupied consumer"
"","0","isJsonValid() - return true when string is valid json object","Json utils","Mon May 18 09:31:19 UTC 2026","passed","Mon May 18 09:31:19 UTC 2026","","","",""
"","120","should show currently selected environment even if not in known environments","EnvironmentSelect","Mon May 18 09:30:30 UTC 2026","passed","Mon May 18 09:30:30 UTC 2026","","","",""
"","90","should return empty results when cache is empty","","Mon May 18 09:36:19 UTC 2026","passed","Mon May 18 09:36:19 UTC 2026","","SearchServiceSpec","pl.allegro.tech.hermes.management.domain.search.SearchServiceSpec","should return empty results when cache is empty"
"","193","should allow multithreaded access while reporting simultaneously","","Mon May 18 09:33:24 UTC 2026","passed","Mon May 18 09:33:24 UTC 2026","","AggregatingTurboFilterTest","pl.allegro.tech.hermes.infrastructure.logback.AggregatingTurboFilterTest","should allow multithreaded access while reporting simultaneously"
"","3","should return false when subscription does no exist","IntegrationTest","Mon May 18 09:33:28 UTC 2026","passed","Mon May 18 09:33:28 UTC 2026","","ZookeeperSubscriptionRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperSubscriptionRepositoryTest","should return false when subscription does no exist"
"","327","should remove topic with metrics and preview","IntegrationTest","Mon May 18 09:33:31 UTC 2026","passed","Mon May 18 09:33:31 UTC 2026","","ZookeeperTopicRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperTopicRepositoryTest","should remove topic with metrics and preview"
"","6","should not retry when one of the attempts succeeds to send","","Mon May 18 09:33:12 UTC 2026","passed","Mon May 18 09:33:12 UTC 2026","","ReactiveHermesClientTest","pl.allegro.tech.hermes.client.ReactiveHermesClientTest","should not retry when one of the attempts succeeds to send"
"","5","should commit max offset of committed offsets when no smaller inflights exist","","Mon May 18 09:33:47 UTC 2026","passed","Mon May 18 09:33:47 UTC 2026","","OffsetCommitterTest","pl.allegro.tech.hermes.consumers.consumer.offset.OffsetCommitterTest","should commit max offset of committed offsets when no smaller inflights exist"
"","1","should create daily index [indexFactory: <pl.allegro.tech.hermes.tracker.elasticsearch.consumers.ConsumersDailyIndexFactory@41f686af basePath=inaccessible clock=inaccessible dateTimeFormatter=inaccessible>, #1]","","Mon May 18 09:38:13 UTC 2026","passed","Mon May 18 09:38:13 UTC 2026","","DailyIndexFactoryTest","pl.allegro.tech.hermes.tracker.elasticsearch.DailyIndexFactoryTest","should create daily index [indexFactory: <pl.allegro.tech.hermes.tracker.elasticsearch.consumers.ConsumersDailyIndexFactory@41f686af basePath=inaccessible clock=inaccessible dateTimeFormatter=inaccessible>, #1]"
"","4","basic paths [path: .batter.ingredients, matcher: null, result: true, #11]","","Mon May 18 09:33:23 UTC 2026","passed","Mon May 18 09:33:23 UTC 2026","","AvroPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.AvroPathMessageFilterSpec","basic paths [path: .batter.ingredients, matcher: null, result: true, #11]"
"","239","shouldReturnClientErrorWhenRequestingViewRetransmissionWithNotExistingTargetTopic()","","Mon May 18 09:39:45 UTC 2026","passed","Mon May 18 09:39:45 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.OfflineRetransmissionManagementTest","pl.allegro.tech.hermes.integrationtests.management.OfflineRetransmissionManagementTest","shouldReturnClientErrorWhenRequestingViewRetransmissionWithNotExistingTargetTopic"
"","4","should not decompose to URI parts when wierd syntax is used","","Mon May 18 09:32:56 UTC 2026","passed","Mon May 18 09:32:56 UTC 2026","","EndpointAddressTest","pl.allegro.tech.hermes.api.EndpointAddressTest","should not decompose to URI parts when wierd syntax is used"
"","262","shouldReturnMatchedWhenGivenMessageMatchesFilter()","","Mon May 18 09:39:03 UTC 2026","passed","Mon May 18 09:39:03 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.FiltersVerificationTest","pl.allegro.tech.hermes.integrationtests.management.FiltersVerificationTest","shouldReturnMatchedWhenGivenMessageMatchesFilter"
"","252","shouldReturnAllGroupsWhenQueryIsEmpty()","","Mon May 18 09:40:07 UTC 2026","passed","Mon May 18 09:40:07 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","shouldReturnAllGroupsWhenQueryIsEmpty"
"","0","should resolve endpoint address [endpointAddressUri: googlepubsub://pubsub.googleapis.com:443/projects/test-project/topics/test-topic?compression, expectedCodec: EMPTY, #2]","","Mon May 18 09:33:51 UTC 2026","passed","Mon May 18 09:33:51 UTC 2026","","GooglePubSubSenderTargetResolverTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlepubsub.GooglePubSubSenderTargetResolverTest","should resolve endpoint address [endpointAddressUri: googlepubsub://pubsub.googleapis.com:443/projects/test-project/topics/test-topic?compression, expectedCodec: EMPTY, #2]"
"","875","shouldFindTopicAndSubscriptionWhenQueryMatchesBoth()","","Mon May 18 09:40:55 UTC 2026","passed","Mon May 18 09:40:56 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.SearchEndpointTest","pl.allegro.tech.hermes.integrationtests.management.SearchEndpointTest","shouldFindTopicAndSubscriptionWhenQueryMatchesBoth"
"","30","should show message that suspending subscription was unsuccessful","useSubscription","Mon May 18 09:30:04 UTC 2026","passed","Mon May 18 09:30:04 UTC 2026","","","",""
"","477","shouldCreateTopicRetransmissionTask()","","Mon May 18 09:39:47 UTC 2026","passed","Mon May 18 09:39:47 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.OfflineRetransmissionManagementTest","pl.allegro.tech.hermes.integrationtests.management.OfflineRetransmissionManagementTest","shouldCreateTopicRetransmissionTask"
"","1","should return index within pool bounds [topicName: group3.topic3, #2]","","Mon May 18 09:34:28 UTC 2026","passed","Mon May 18 09:34:28 UTC 2026","","KafkaMessageSenderPoolRouterTest","pl.allegro.tech.hermes.frontend.producer.kafka.KafkaMessageSenderPoolRouterTest","should return index within pool bounds [topicName: group3.topic3, #2]"
"","2","array paths [path: .title.aliases[5], matcher: some title, matchingStrategy: all, result: false, #34]","","Mon May 18 09:33:23 UTC 2026","passed","Mon May 18 09:33:23 UTC 2026","","AvroPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.AvroPathMessageFilterSpec","array paths [path: .title.aliases[5], matcher: some title, matchingStrategy: all, result: false, #34]"
"","3","should parse and query and match results","","Mon May 18 09:37:28 UTC 2026","passed","Mon May 18 09:37:28 UTC 2026","","JsonQueryParserTest","pl.allegro.tech.hermes.management.infrastructure.query.parser.json.JsonQueryParserTest","should parse and query and match results"
"","3","should retry on http failure [status: 504, #5]","","Mon May 18 09:33:06 UTC 2026","passed","Mon May 18 09:33:06 UTC 2026","","HermesClientTest","pl.allegro.tech.hermes.client.HermesClientTest","should retry on http failure [status: 504, #5]"
"","48","shouldApplyPatchToSubscriptionPolicy","","Mon May 18 09:32:58 UTC 2026","passed","Mon May 18 09:32:58 UTC 2026","","pl.allegro.tech.hermes.api.SubscriptionTest","pl.allegro.tech.hermes.api.SubscriptionTest","shouldApplyPatchToSubscriptionPolicy"
"","1","should convert primitive types with default values [suite: default-primitives, avroType: long, fieldExists: true, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@400bb27 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, expectedProtoValue: null, transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertPrimitivesTest$__spock_feature_0_3prov5_closure19@636aef2e delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #2]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertPrimitivesTest","should convert primitive types with default values [suite: default-primitives, avroType: long, fieldExists: true, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@400bb27 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, expectedProtoValue: null, transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertPrimitivesTest$__spock_feature_0_3prov5_closure19@636aef2e delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #2]"
"","114","should render an empty group listing without filter applied","GroupListing","Mon May 18 09:31:11 UTC 2026","passed","Mon May 18 09:31:11 UTC 2026","","","",""
"","10063","shouldMoveOffsetInDryRunModeForTopicsMigratedToAvro()","","Mon May 18 09:35:50 UTC 2026","passed","Mon May 18 09:36:00 UTC 2026","","pl.allegro.tech.hermes.integrationtests.KafkaRetransmissionServiceTest","pl.allegro.tech.hermes.integrationtests.KafkaRetransmissionServiceTest","shouldMoveOffsetInDryRunModeForTopicsMigratedToAvro"
"","186","should show confirmation dialog on remove button click","GroupTopicsView","Mon May 18 09:30:27 UTC 2026","passed","Mon May 18 09:30:27 UTC 2026","","","",""
"","247","should not allow on removing nonempty groups","IntegrationTest","Mon May 18 09:33:26 UTC 2026","passed","Mon May 18 09:33:26 UTC 2026","","ZookeeperGroupRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperGroupRepositoryTest","should not allow on removing nonempty groups"
"","139","should not show error message when data was fetch successfully","ConstraintsView","Mon May 18 09:30:44 UTC 2026","passed","Mon May 18 09:30:45 UTC 2026","","","",""
"","83","should return form and validators","useFormTopic","Mon May 18 09:31:22 UTC 2026","passed","Mon May 18 09:31:22 UTC 2026","","","",""
"","0","Time range validator should validate topic retransmission request when startTimestamp is '2026-05-18T09:33:02.311966739Z', endTimestamp is '2026-05-18T09:32:57.309891829Z'","","Mon May 18 09:32:58 UTC 2026","passed","Mon May 18 09:32:58 UTC 2026","","RetransmissionTimeRangeValidatorTest","pl.allegro.tech.hermes.api.constraints.RetransmissionTimeRangeValidatorTest","Time range validator should validate topic retransmission request when startTimestamp is '2026-05-18T09:33:02.311966739Z', endTimestamp is '2026-05-18T09:32:57.309891829Z'"
"","10","creating topic with over 2 days retention time should be valid for admin [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@22 duration=inaccessible retentionUnit=inaccessible>, #0]","","Mon May 18 09:36:24 UTC 2026","passed","Mon May 18 09:36:24 UTC 2026","","TopicValidatorWithRealApiPreconditionsTest","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorWithRealApiPreconditionsTest","creating topic with over 2 days retention time should be valid for admin [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@22 duration=inaccessible retentionUnit=inaccessible>, #0]"
"","5","should preserve min max rate","","Mon May 18 09:33:48 UTC 2026","passed","Mon May 18 09:33:48 UTC 2026","","MaxRateBalancerTest","pl.allegro.tech.hermes.consumers.consumer.rate.maxrate.MaxRateBalancerTest","should preserve min max rate"
"","53","should disable action button","ConfirmationDialog","Mon May 18 09:30:51 UTC 2026","passed","Mon May 18 09:30:51 UTC 2026","","","",""
"","1","should convert and cast primitive types [suite: primitives, avroType: long, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@1a2b0708 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12, expectedProtoValue: 12, #13]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertAndCastPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertAndCastPrimitivesTest","should convert and cast primitive types [suite: primitives, avroType: long, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@1a2b0708 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12, expectedProtoValue: 12, #13]"
"","4042","shouldQuerySubscription(String, List) [9] {""query"": {""owner.id"": {""like"": "".*Alph.*""}}}, [4]","","Mon May 18 09:40:40 UTC 2026","passed","Mon May 18 09:40:44 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","shouldQuerySubscription"
"","4","should find all avro path from avro json example schema","Json-Avro tools","Mon May 18 09:31:01 UTC 2026","passed","Mon May 18 09:31:01 UTC 2026","","","",""
"","13","should handle multiple levels of nesting with same key","","Mon May 18 09:33:19 UTC 2026","passed","Mon May 18 09:33:19 UTC 2026","","LoggingContextSpec","pl.allegro.tech.hermes.common.logging.LoggingContextSpec","should handle multiple levels of nesting with same key"
"","390","should open debug dialog when fetching topic content type succeeds","SubscriptionPathFiltersDebug","Mon May 18 09:30:40 UTC 2026","passed","Mon May 18 09:30:40 UTC 2026","","","",""
"","2","should filter '$.topping[?(@.id == 5007)].type' matching '^Powdered.*' with result: true","","Mon May 18 09:33:24 UTC 2026","passed","Mon May 18 09:33:24 UTC 2026","","JsonPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.JsonPathMessageFilterSpec","should filter '$.topping[?(@.id == 5007)].type' matching '^Powdered.*' with result: true"
"","4","shouldAssignConsumersForSubscriptionsAccordingToConstraints[0: 1]","","Mon May 18 09:34:12 UTC 2026","passed","Mon May 18 09:34:12 UTC 2026","","pl.allegro.tech.hermes.consumers.supervisor.workload.SelectiveWorkBalancerTest","pl.allegro.tech.hermes.consumers.supervisor.workload.SelectiveWorkBalancerTest","shouldAssignConsumersForSubscriptionsAccordingToConstraints"
"","3","basic paths [path: .topping.type, matcher: ^Map.*, result: true, #8]","","Mon May 18 09:33:23 UTC 2026","passed","Mon May 18 09:33:23 UTC 2026","","AvroPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.AvroPathMessageFilterSpec","basic paths [path: .topping.type, matcher: ^Map.*, result: true, #8]"
"","248","shouldUpdateTopicWithMaxMessageSize()","","Mon May 18 09:41:39 UTC 2026","passed","Mon May 18 09:41:39 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","shouldUpdateTopicWithMaxMessageSize"
"","247","shouldReturnGroupsWithExactName()","","Mon May 18 09:40:06 UTC 2026","passed","Mon May 18 09:40:06 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","shouldReturnGroupsWithExactName"
"","0","shouldReturnDeltaBetweenCurrentAndPreviousState","","Mon May 18 09:33:35 UTC 2026","passed","Mon May 18 09:33:35 UTC 2026","","pl.allegro.tech.hermes.common.metric.counter.MetricsDeltaCalculatorTest","pl.allegro.tech.hermes.common.metric.counter.MetricsDeltaCalculatorTest","shouldReturnDeltaBetweenCurrentAndPreviousState"
"","80","should not show progress bar when fetching consistency data is not in progress","ConsistencyView","Mon May 18 09:30:24 UTC 2026","passed","Mon May 18 09:30:24 UTC 2026","","","",""
"","109","shouldCallCallbackOnSend","","Mon May 18 09:35:45 UTC 2026","passed","Mon May 18 09:35:45 UTC 2026","","pl.allegro.tech.hermes.frontend.producer.kafka.LocalDatacenterMessageProducerTest","pl.allegro.tech.hermes.frontend.producer.kafka.LocalDatacenterMessageProducerTest","shouldCallCallbackOnSend"
"","30","should override content types from TopicProperties","","Mon May 18 09:35:52 UTC 2026","passed","Mon May 18 09:35:52 UTC 2026","","ConsoleConfigurationSpec","pl.allegro.tech.hermes.management.config.console.ConsoleConfigurationSpec","should override content types from TopicProperties"
"","3","array paths [path: .cast[*].character, matcher: .*Corleone.*, matchingStrategy: all, result: true, #4]","","Mon May 18 09:33:23 UTC 2026","passed","Mon May 18 09:33:23 UTC 2026","","AvroPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.AvroPathMessageFilterSpec","array paths [path: .cast[*].character, matcher: .*Corleone.*, matchingStrategy: all, result: true, #4]"
"","51","Time range validator should validate topic retransmission request when startTimestamp is '2026-05-18T09:32:57.309891829Z', endTimestamp is '2026-05-18T09:33:02.311966739Z'","","Mon May 18 09:32:58 UTC 2026","passed","Mon May 18 09:32:58 UTC 2026","","RetransmissionTimeRangeValidatorTest","pl.allegro.tech.hermes.api.constraints.RetransmissionTimeRangeValidatorTest","Time range validator should validate topic retransmission request when startTimestamp is '2026-05-18T09:32:57.309891829Z', endTimestamp is '2026-05-18T09:33:02.311966739Z'"
"","38","should return groups with inconsistent metadata","","Mon May 18 09:35:52 UTC 2026","passed","Mon May 18 09:35:52 UTC 2026","","DcConsistencyServiceSpec","pl.allegro.tech.hermes.management.domain.consistency.DcConsistencyServiceSpec","should return groups with inconsistent metadata"
"","5","should return empty list on not registered subject [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@3e431c8b schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x0000000079479240@126606bc arg$1=inaccessible arg$2=inaccessible>, #2]","","Mon May 18 09:38:05 UTC 2026","passed","Mon May 18 09:38:05 UTC 2026","","SchemaRegistryRawSchemaClientTest","pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClientTest","should return empty list on not registered subject [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@3e431c8b schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x0000000079479240@126606bc arg$1=inaccessible arg$2=inaccessible>, #2]"
"","12","should not simulate default response generation for the first call when response was marked as ready","","Mon May 18 09:35:33 UTC 2026","passed","Mon May 18 09:35:33 UTC 2026","","DefaultResponseSimulatorTest","pl.allegro.tech.hermes.frontend.publishing.handlers.DefaultResponseSimulatorTest","should not simulate default response generation for the first call when response was marked as ready"
"","6","should indicate that a batch subscriber with more than 50% 'other' errors is unreachable","","Mon May 18 09:36:19 UTC 2026","passed","Mon May 18 09:36:19 UTC 2026","","SubscriptionHealthCheckerTest","pl.allegro.tech.hermes.management.domain.subscription.SubscriptionHealthCheckerTest","should indicate that a batch subscriber with more than 50% 'other' errors is unreachable"
"","1","should get minimal retry time from children [timeouts: [1, 1, 1], expectedRetryAfter: 1, #2]","","Mon May 18 09:33:49 UTC 2026","passed","Mon May 18 09:33:49 UTC 2026","","MultiMessageSendingResultTest","pl.allegro.tech.hermes.consumers.consumer.sender.MultiMessageSendingResultTest","should get minimal retry time from children [timeouts: [1, 1, 1], expectedRetryAfter: 1, #2]"
"","364","should render topic property { topic: { schema: '{""type"":""record"",""name"":""DummyEvent"",""namespace"":""pl.allegro.public.group.DummyEvent"",""doc"":""Event emitted when notification is sent to a user"",""fields"":[{""name"":""__metadata"",""type"":[""null"",{""type"":""map"",""values"":""string""}],""doc"":""Field internally used by Hermes to propagate metadata."",""default"":null},{""name"":""waybillId"",""type"":[""null"",{""type"":""record"",""name"":""WaybillId"",""fields"":[{""name"":""waybill"",""type"":""string"",""doc"":""Waybill""},{""name"":""carrierId"",""type"":""string"",""doc"":""CarrierId""}]}],""doc"":""WaybillId"",""default"":null},{""name"":""otherWaybillId"",""type"":[""null"",""WaybillId""],""doc"":""other WaybillId"",""default"":null},{""name"":""notificationId"",""type"":""string"",""doc"":""Notification Id""},{""name"":""userId"",""type"":""string"",""doc"":""User Id""}]}', name: 'pl.allegro.public.group.DummyEvent', description: 'Events emitted when notification is sent to a user.', owner: { source: 'Service Catalog', id: '41' }, retentionTime: { duration: 1, retentionUnit: 'DAYS' }, jsonToAvroDryRun: false, ack: 'LEADER', trackingEnabled: false, migratedFromJsonType: false, fallbackToRemoteDatacenterEnabled: false, contentType: 'AVRO', maxMessageSize: 10240, auth: { publishers: [], enabled: false, unauthenticatedAccessEnabled: true }, subscribingRestricted: false, offlineStorage: { enabled: true, retentionTime: { duration: 60, infinite: false } }, createdAt: 1634916242.877, modifiedAt: 1636451113.517 }, property: 'topicView.properties.contentType', value: 'AVRO' }","PropertiesList","Mon May 18 09:30:43 UTC 2026","passed","Mon May 18 09:30:43 UTC 2026","","","",""
"","0","shouldNotChangeAnythingIfThereWereAnyFailures","","Mon May 18 09:34:08 UTC 2026","passed","Mon May 18 09:34:08 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.rate.calculator.HeartbeatModeOutputRateCalculatorTest","pl.allegro.tech.hermes.consumers.consumer.rate.calculator.HeartbeatModeOutputRateCalculatorTest","shouldNotChangeAnythingIfThereWereAnyFailures"
"","2","should find subscriptions by various endpoint queries [queryString: localhost/non-existing, expectedSubscriptions: [], #4]","","Mon May 18 09:36:19 UTC 2026","passed","Mon May 18 09:36:19 UTC 2026","","SearchServiceSpec","pl.allegro.tech.hermes.management.domain.search.SearchServiceSpec","should find subscriptions by various endpoint queries [queryString: localhost/non-existing, expectedSubscriptions: [], #4]"
