"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","creating and updating topic with up to 2 days retention time should be valid [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@20 duration=inaccessible retentionUnit=inaccessible>, user: <pl.allegro.tech.hermes.management.domain.auth.TestRequestUser@4e7d1597 username=inaccessible admin=inaccessible isOwner=inaccessible>, #8]","","Mon May 18 09:36:23 UTC 2026","passed","Mon May 18 09:36:23 UTC 2026","","TopicValidatorWithRealApiPreconditionsTest","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorWithRealApiPreconditionsTest","creating and updating topic with up to 2 days retention time should be valid [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@20 duration=inaccessible retentionUnit=inaccessible>, user: <pl.allegro.tech.hermes.management.domain.auth.TestRequestUser@4e7d1597 username=inaccessible admin=inaccessible isOwner=inaccessible>, #8]"
"","54","should close timer on exceptional completion and log failure metric","","Mon May 18 09:33:06 UTC 2026","passed","Mon May 18 09:33:06 UTC 2026","","HermesClientMicrometerTaggedMetricsTest","pl.allegro.tech.hermes.client.HermesClientMicrometerTaggedMetricsTest","should close timer on exceptional completion and log failure metric"
"","0","should not return violations for valid content type filter type combinations [contentType: JSON, filterTypes: [header], #2]","","Mon May 18 09:36:23 UTC 2026","passed","Mon May 18 09:36:23 UTC 2026","","MessageFilterTypeValidatorTest","pl.allegro.tech.hermes.management.domain.subscription.validator.MessageFilterTypeValidatorTest","should not return violations for valid content type filter type combinations [contentType: JSON, filterTypes: [header], #2]"
"","3","should throw exception when trying to set offsets for nonexistent subscription","IntegrationTest","Mon May 18 09:33:27 UTC 2026","passed","Mon May 18 09:33:27 UTC 2026","","ZookeeperSubscriptionOffsetChangeIndicatorTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperSubscriptionOffsetChangeIndicatorTest","should throw exception when trying to set offsets for nonexistent subscription"
"","2","should convert and cast primitive types [suite: primitives, avroType: long, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@6363292b index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12, expectedProtoValue: 12, #6]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertAndCastPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertAndCastPrimitivesTest","should convert and cast primitive types [suite: primitives, avroType: long, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@6363292b index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12, expectedProtoValue: 12, #6]"
"","233","should render subscription delivery rate","MetricsCard","Mon May 18 09:30:30 UTC 2026","passed","Mon May 18 09:30:30 UTC 2026","","","",""
"","117","shouldEmitAuditEventWhenGroupUpdated()","","Mon May 18 09:39:04 UTC 2026","passed","Mon May 18 09:39:04 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.GroupManagementTest","pl.allegro.tech.hermes.integrationtests.management.GroupManagementTest","shouldEmitAuditEventWhenGroupUpdated"
"","119","should return true when subscription exists","IntegrationTest","Mon May 18 09:33:28 UTC 2026","passed","Mon May 18 09:33:28 UTC 2026","","ZookeeperSubscriptionRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperSubscriptionRepositoryTest","should return true when subscription exists"
"","8","should register schema [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@6301175a schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x0000000079479240@168cffde arg$1=inaccessible arg$2=inaccessible>, #3]","","Mon May 18 09:38:05 UTC 2026","passed","Mon May 18 09:38:05 UTC 2026","","SchemaRegistryRawSchemaClientTest","pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClientTest","should register schema [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@6301175a schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x0000000079479240@168cffde arg$1=inaccessible arg$2=inaccessible>, #3]"
"","427","should create topic in all DCs if primary datacenter contains topic","MultiZookeeperIntegrationTest","Mon May 18 09:35:55 UTC 2026","passed","Mon May 18 09:35:55 UTC 2026","","StorageSyncSpec","pl.allegro.tech.hermes.management.domain.consistency.StorageSyncSpec","should create topic in all DCs if primary datacenter contains topic"
"","1","should filter message by headers [headers: [a:0001, b:0002], matcher: 0001, result: true, #2]","","Mon May 18 09:33:23 UTC 2026","passed","Mon May 18 09:33:23 UTC 2026","","HeaderMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.HeaderMessageFilterSpec","should filter message by headers [headers: [a:0001, b:0002], matcher: 0001, result: true, #2]"
"","98","should not show error message when fetching consistency succeeded","ConsistencyView","Mon May 18 09:30:24 UTC 2026","passed","Mon May 18 09:30:25 UTC 2026","","","",""
"","81","should fetch constraints names from Hermes backend","useConstraints","Mon May 18 09:30:21 UTC 2026","passed","Mon May 18 09:30:21 UTC 2026","","","",""
"","67","should allow multithreaded access","","Mon May 18 09:33:24 UTC 2026","passed","Mon May 18 09:33:24 UTC 2026","","AggregatingTurboFilterTest","pl.allegro.tech.hermes.infrastructure.logback.AggregatingTurboFilterTest","should allow multithreaded access"
"","250","should render","GroupsView","Mon May 18 09:30:43 UTC 2026","passed","Mon May 18 09:30:43 UTC 2026","","","",""
"","6","should remove an inactive consumer","","Mon May 18 09:33:57 UTC 2026","passed","Mon May 18 09:33:57 UTC 2026","","WeightedWorkBalancerTest","pl.allegro.tech.hermes.consumers.supervisor.workload.weighted.WeightedWorkBalancerTest","should remove an inactive consumer"
"","4","shouldNotAllowForReadingRateHistoryOfOtherThanCurrentConsumerNode","","Mon May 18 09:34:10 UTC 2026","passed","Mon May 18 09:34:10 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.rate.maxrate.MaxRateRegistryTest","pl.allegro.tech.hermes.consumers.consumer.rate.maxrate.MaxRateRegistryTest","shouldNotAllowForReadingRateHistoryOfOtherThanCurrentConsumerNode"
"","8","should not report failed sending on too many requests without retry after","","Mon May 18 09:33:46 UTC 2026","passed","Mon May 18 09:33:46 UTC 2026","","ResilientMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.ResilientMessageSenderTest","should not report failed sending on too many requests without retry after"
"","1093","shouldUpdateSubscriptionEndpoint()","","Mon May 18 09:41:23 UTC 2026","passed","Mon May 18 09:41:24 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","shouldUpdateSubscriptionEndpoint"
"","10","should return failed message in case of failed sending","","Mon May 18 09:33:12 UTC 2026","passed","Mon May 18 09:33:12 UTC 2026","","ReactiveHermesClientTest","pl.allegro.tech.hermes.client.ReactiveHermesClientTest","should return failed message in case of failed sending"
"","11","should send Schema-Version header when publishing with schema using OkHttpSender sender","","Mon May 18 09:33:11 UTC 2026","passed","Mon May 18 09:33:11 UTC 2026","","HermesSenderTest","pl.allegro.tech.hermes.client.HermesSenderTest","should send Schema-Version header when publishing with schema using OkHttpSender sender"
"","139","shouldCreateTopicWithMaxMessageSize()","","Mon May 18 09:41:42 UTC 2026","passed","Mon May 18 09:41:42 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","shouldCreateTopicWithMaxMessageSize"
"","7","should resolve endpoint address","","Mon May 18 09:33:49 UTC 2026","passed","Mon May 18 09:33:49 UTC 2026","","GoogleBigQuerySenderTargetResolverTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.GoogleBigQuerySenderTargetResolverTest","should resolve endpoint address"
"","93","should hide loading spinner when data fetch is complete","ConsistencyView","Mon May 18 09:30:24 UTC 2026","passed","Mon May 18 09:30:24 UTC 2026","","","",""
"","6","should set 'reading state' and not set 'premature timeout' state","","Mon May 18 09:35:33 UTC 2026","passed","Mon May 18 09:35:33 UTC 2026","","MessageStateTest","pl.allegro.tech.hermes.frontend.publishing.message.MessageStateTest","should set 'reading state' and not set 'premature timeout' state"
"","9","shouldPublishOnTheSamePartition","","Mon May 18 09:35:45 UTC 2026","passed","Mon May 18 09:35:45 UTC 2026","","pl.allegro.tech.hermes.frontend.producer.kafka.LocalDatacenterMessageProducerTest","pl.allegro.tech.hermes.frontend.producer.kafka.LocalDatacenterMessageProducerTest","shouldPublishOnTheSamePartition"
"","126","should send Content-Type header when publishing using RestClient sender","","Mon May 18 09:33:11 UTC 2026","passed","Mon May 18 09:33:11 UTC 2026","","HermesSenderTest","pl.allegro.tech.hermes.client.HermesSenderTest","should send Content-Type header when publishing using RestClient sender"
"","2244","shouldHandleRequestTimeout()","","Mon May 18 09:38:29 UTC 2026","passed","Mon May 18 09:38:31 UTC 2026","","pl.allegro.tech.hermes.integrationtests.PublishingTimeoutTest","pl.allegro.tech.hermes.integrationtests.PublishingTimeoutTest","shouldHandleRequestTimeout"
"","57","should retrieve subscription query results from Hermes API","useSearch","Mon May 18 09:31:11 UTC 2026","passed","Mon May 18 09:31:11 UTC 2026","","","",""
"","212","shouldKeepTryingToSendMessageFailedSending","","Mon May 18 09:34:07 UTC 2026","passed","Mon May 18 09:34:07 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.ConsumerMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.ConsumerMessageSenderTest","shouldKeepTryingToSendMessageFailedSending"
"","87","should not match avro pattern","","Mon May 18 09:37:39 UTC 2026","passed","Mon May 18 09:37:39 UTC 2026","","HermesMockAvroTest","pl.allegro.tech.hermes.mock.HermesMockAvroTest","should not match avro pattern"
"","616","shouldCommunicateWithHermesUsingHttp2()","","Mon May 18 09:33:51 UTC 2026","passed","Mon May 18 09:33:52 UTC 2026","","pl.allegro.tech.hermes.integrationtests.HermesClientPublishingHttpsTest","pl.allegro.tech.hermes.integrationtests.HermesClientPublishingHttpsTest","shouldCommunicateWithHermesUsingHttp2"
"","20","should send Content-Type header when publishing using WebClientSender sender","","Mon May 18 09:33:12 UTC 2026","passed","Mon May 18 09:33:12 UTC 2026","","ReactiveHermesSenderTest","pl.allegro.tech.hermes.client.ReactiveHermesSenderTest","should send Content-Type header when publishing using WebClientSender sender"
"","1","should evenly distribute rate for all busy consumers starting with max rates: 52 and 48","","Mon May 18 09:33:48 UTC 2026","passed","Mon May 18 09:33:48 UTC 2026","","MaxRateBalancerTest","pl.allegro.tech.hermes.consumers.consumer.rate.maxrate.MaxRateBalancerTest","should evenly distribute rate for all busy consumers starting with max rates: 52 and 48"
"","3","should complete exceptionally if any of futures complete so","","Mon May 18 09:35:44 UTC 2026","passed","Mon May 18 09:35:44 UTC 2026","","CompletableFuturesHelperTest","pl.allegro.tech.hermes.frontend.utils.CompletableFuturesHelperTest","should complete exceptionally if any of futures complete so"
"","91","should fetch stats details from Hermes API","useStats","Mon May 18 09:30:59 UTC 2026","passed","Mon May 18 09:30:59 UTC 2026","","","",""
"","2","should detect inactive topic when it surpasses inactivity threshold [now: 2021-09-12T16:31:06.987Z, historicalInactiveTopic: Optional[InactiveTopic[qualifiedTopicName=group.topic, lastPublishedMessageTimestampMs=1630600266987, notificationTimestampsMs=[1631464266987], whitelisted=false]], #2]","","Mon May 18 09:35:59 UTC 2026","passed","Mon May 18 09:35:59 UTC 2026","","InactiveTopicsDetectionServiceTest","pl.allegro.tech.hermes.management.domain.detection.InactiveTopicsDetectionServiceTest","should detect inactive topic when it surpasses inactivity threshold [now: 2021-09-12T16:31:06.987Z, historicalInactiveTopic: Optional[InactiveTopic[qualifiedTopicName=group.topic, lastPublishedMessageTimestampMs=1630600266987, notificationTimestampsMs=[1631464266987], whitelisted=false]], #2]"
"","7","should return completable future completing when all underlying futures complete","","Mon May 18 09:35:44 UTC 2026","passed","Mon May 18 09:35:44 UTC 2026","","CompletableFuturesHelperTest","pl.allegro.tech.hermes.frontend.utils.CompletableFuturesHelperTest","should return completable future completing when all underlying futures complete"
"","196","should render subscription monitoring severity (NON_IMPORTANT)","PropertiesCard","Mon May 18 09:30:10 UTC 2026","passed","Mon May 18 09:30:11 UTC 2026","","","",""
"","6","shouldReturnFalseWhenJMSThrowsCheckedException","","Mon May 18 09:34:12 UTC 2026","passed","Mon May 18 09:34:12 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.sender.jms.JmsMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.sender.jms.JmsMessageSenderTest","shouldReturnFalseWhenJMSThrowsCheckedException"
"","25","should dispatch notification about topic creation request error","useCreateTopic","Mon May 18 09:31:15 UTC 2026","passed","Mon May 18 09:31:15 UTC 2026","","","",""
"","147","should render all metrics properties { property: 'topicView.metrics.published', value: 100 }","MetricsList","Mon May 18 09:31:24 UTC 2026","passed","Mon May 18 09:31:24 UTC 2026","","","",""
